airport_code,airport_name,city_code,country_code,latitude,longitude
RAK,Marrakech,RAK,MA,31.60833333,-8.038333333
RAO,Ribeirao Preto,RAO,BR,-21.13583333,-47.77333333
RAP,Rapid City Regional,RAP,US,44.04333333,-103.0572222
RAR,Rarotonga,RAR,CK,-21.20027778,-159.8
RCB,Richards Bay,RCB,ZA,-28.74055556,32.09305556
RDD,Redding,RDD,US,40.50833333,-122.2922222
RDM,Redmond,RDM,US,44.25444444,-121.1513889
RDU,"Raleigh/Durham, NC",RDU,US,35.87527778,-78.78194444
REC,Recife - Guararapes International,REC,BR,-8.125833333,-34.92388889
REG,Reggio Calabria - Tito Menniti,REG,IT,38.07527778,15.65083333
REL,Trelew,REL,AR,-43.21055556,-65.27027778
REP,Siem Reap,REP,KH,13.40888889,103.8158333
RES,Resistencia,RES,AR,-27.45138889,-59.05083333
RGL,Rio Gallegos International,RGL,AR,-51.60916667,-69.33916667
RGN,Yangon,RGN,MM,16.90666667,96.13166667
RHO,Rhodes Diagoras Airport,RHO,GR,36.38472222,28.11833333
RIC,"Richmond - Byrd Field International, VA",RIC,US,37.50611111,-77.3225
RIW,Riverton,RIW,US,43.06444444,-108.4569444
RIX,Riga,RIX,LV,56.92361111,23.97111111
RJK,Rijeka,RJK,HR,45.21694444,14.57027778
RKS,Rock Springs,RKS,US,41.59638889,-109.0658333
RLG,Rostock-Laage,RLG,DE,53.91805556,12.27833333
RMF,Marsa Alam,RMF,EG,25.55722222,34.58361111
RNB,Ronneby,RNB,SE,56.25833333,15.26111111
RNO,"Reno - Cannon International, NV",RNO,US,39.49777778,-119.7675
ROA,"Roanoke, VA",ROA,US,37.32472222,-79.97638889
ROB,Monrovia - Robertsville International,MLW,LR,6.239722222,-10.35888889
ROC,"Rochester, NY",ROC,US,43.12138889,-77.67083333
ROS,Rosario,ROS,AR,-32.90555556,-60.78666667
ROV,Rostov-on-Don,ROV,RU,47.25833333,39.81805556
RPR,Raipur,RPR,IN,21.18194444,81.74388889
RSU,Yeosu,RSU,KR,34.83694444,127.6188889
RSW,"Fort Myers - SW Florida Region, FL",FMY,US,26.53611111,-81.755
RTB,Roatan,RTB,HN,16.31472222,-86.52583333
RTM,Rotterdam,RTM,NL,51.95833333,4.444444444
RUH,Riyadh - King Khaled International,RUH,SA,24.95916667,46.69611111
RZE,Rzeszow,RZE,PL,50.11,22.01888889
SAC,Sacramento Executive,SAC,US,38.5125,-121.4925
SAH,Sana'a International,SAH,YE,15.47694444,44.22
SAL,San Salvador - El Salvador International,SAL,SV,13.69361111,-89.11805556
SAN,"San Diego Lindberg Field, CA",SAN,US,32.73361111,-117.1866667
SAP,San Pedro Sula,SAP,HN,15.45138889,-87.92416667
SAT,"San Antonio International, TX",SAT,US,29.53361111,-98.46972222
SAV,"Savannah International, GA",SAV,US,32.1275,-81.2025
SAW,Istanbul Sabiha Gokcen Airport,IST,TR,40.89944444,29.30916667
SBA,"Santa Barbara Municipal, CA",SBA,US,34.42777778,-119.8394444
SBN,South Bend,SBN,US,41.70472222,-86.31666667
SBP,"San Luis Obispo County, CA",CSL,US,35.23666667,-120.6391667
SBW,Sibu,SBW,MY,2.341666667,111.8383333
SBY,Salisbury,SBY,US,38.33861111,-75.51
SBZ,Sibiu International,SBZ,RO,45.78555556,24.09138889
SCC,Prudhoe Bay/Deadhorse,SCC,US,70.19472222,-148.4652778
SCE,State College,SCE,US,40.77083333,-77.88138889
SCL,Santiago - Arturo Merino Benitez,SCL,CL,-33.38666667,-70.785
SCN,Saarbruecken - Ensheim,SCN,DE,49.21444444,7.109444444
SCO,Aktau,AKX,KZ,43.86,51.09194444
SCQ,Santiago de Compostela,SCQ,ES,42.895,-8.415
SCW,Syktyvkar,SCW,RU,61.64694444,50.845
SDA,Saarbruecken - Dudweiler Bus Station,SCN,DE,33.26138889,44.23444444
SDF,"Louisville International, KY",SDF,US,38.17972222,-85.73861111
SDJ,Sendai,SDJ,JP,38.13611111,140.9238889
SDK,Sandakan,SDK,MY,5.900833333,118.0594444
SDL,Sundsvall,SDL,SE,62.52638889,17.44666667
SDQ,Santo Domingo - Las Americas,SDQ,DO,18.42916667,-69.66916667
SDU,Rio de Janeiro - Santos Dumont,RIO,BR,-22.91,-43.16277778
SEA,"Seattle - Seattle/Tacoma International, WA",SEA,US,47.44916667,-122.3080556
SEZ,Mahe Island - Seychelles International,SEZ,SC,-4.672222222,55.5225
SFN,Santa Fe,SFN,AR,-31.47166667,-60.84722222
SFO,"San Francisco International, CA",SFO,US,37.61944444,-122.3727778
SFT,Skelleftea,SFT,SE,64.625,21.07833333
SGF,Springfield Branson,SGF,US,37.24,-93.385
SGN,Ho Chi Minh City,SGN,VN,10.81722222,106.6577778
SGU,Saint George,SGU,US,37.09305556,-113.5922222
SHB,Nakashibetsu,SHB,JP,43.5775,144.96
SHC,Inda Selassie,SHC,ET,14.07416667,38.27444444
SHE,Shenyang Taoxian International Airport,SHE,CN,41.63972222,123.4833333
SHJ,Sharjah,SHJ,AE,25.34583333,55.39583333
SHL,Shillong,SHL,IN,25.70138889,91.98055556
SHR,Sheridan,SHR,US,44.77416667,-106.9772222
SHV,Shreveport Regional,SHV,US,32.44694444,-93.82861111
SIA,Xi'An - Xiguan,SIA,CN,34.3,108.9333333
SIN,Singapore - Changi International,SIN,SG,1.357777778,103.9908333
SIS,Sishen,SIS,ZA,-27.64861111,22.99916667
SIT,Sitka,SIT,US,57.04861111,-135.3616667
SJC,"San Jose, California",SJC,US,37.36111111,-121.9255556
SJD,San Jose del Cabo - Los Cabos,SJD,MX,23.15527778,-109.725
SJJ,Sarajevo,SJJ,BA,43.81472222,18.33638889
SJO,San Jose - Juan Santamaria International,SJO,CR,9.9925,-84.21111111
SJP,Sao Jose Do Rio Preto,SJP,BR,-20.81666667,-49.40638889
SJU,San Juan - Luis Munoz Marin International,SJU,PR,18.44138889,-66.00222222
SKG,Thessaloniki,SKG,GR,40.52083333,22.97222222
SKP,Skopje,SKP,MK,41.96138889,21.62166667
SLA,Salta,SLA,AR,-24.855,-65.47222222
SLC,"Salt Lake City International, UT",SLC,US,40.78694444,-111.9688889
SLP,San Luis Potosi,SLP,MX,22.17722222,-100.9883333
SLW,Saltillo,SLW,MX,25.54944444,-100.9286111
SLZ,Sao Luiz,SLZ,BR,-2.585277778,-44.23416667
SMF,"Sacramento Metropolitan, CA",SAC,US,38.69555556,-121.5897222
SMI,Samos,SMI,GR,37.68888889,26.91388889
SMR,Santa Marta,SMR,CO,11.12222222,-74.22861111
SMX,Santa Maria,SMX,US,34.905,-120.4577778
SNA,"Santa Ana (Orange County) - John Wayne
International, CA",SNA,US,33.67555556,-117.8672222
SNN,Shannon,SNN,IE,52.70055556,-8.918611111
SNU,Santa Clara,SNU,CU,22.49222222,-79.94361111
SOC,Surakarta,SOC,ID,-73.18194444,110.7513889
SOF,Sofia,SOF,BG,42.69527778,23.40611111
SPC,Santa Cruz de la Palma - La Palma,SPC,ES,28.6225,-17.75361111
SPI,"Springfield, Illinois",SPI,US,39.84416667,-89.67888889
SPU,Split,SPU,HR,43.53833333,16.29888889
SRG,Semarang,SRG,ID,-6.975833333,110.38
SRQ,Sarasota/Bradenton,SRQ,US,27.39388889,-82.55416667
SSA,Salvador,SSA,BR,-12.91555556,-38.33611111
SSG,Malabo,SSG,GQ,3.752777778,8.705555556
SSH,Sharm El Sheikh,SSH,EG,27.975,34.38972222
STL,"Saint Louis - Lambert-St Louis Intl, MO",STL,US,38.74777778,-90.36
STN,London-Stansted,LON,GB,51.88277778,0.233888889
STR,Stuttgart - Echterdingen,STR,DE,48.68833333,9.21
STS,Santa Rosa,STS,US,38.50916667,-122.8116667
STT,Saint Thomas Island,SNP,US,18.3375,-64.96944444
STV,Surat,STV,IN,21.11361111,72.74222222
STW,Stavropol,STW,RU,44.98277778,42.11444444
SUB,Surabaya,SUB,ID,-7.218055556,112.7208333
SUF,Lamezia Terme,SUF,IT,38.90916667,16.23888889
SUN,Hailey,SUN,US,43.50416667,-114.3083333
SVG,Stavanger,SVG,NO,58.87972222,5.634722222
SVQ,Seville,SVQ,ES,37.415,-5.8975
SVX,Ekaterinburg - Koltsovo Int'l,SVX,RU,56.74305556,60.80277778
SVZ,San Antonio,SVZ,VE,7.843055556,-72.43805556
SWA,Shantou,SWA,CN,23.4,116.6833333
SXB,Strasbourg,SXB,FR,48.53694444,7.6275
SXF,Berlin - Schoenefeld,BER,DE,52.38,13.5225
SXR,Srinagar,SXR,IN,33.98805556,74.77527778
SYD,Sydney - Kingsford Smith International,SYD,AU,-33.94416667,151.1758333
SYO,Shonai,SYO,JP,38.81111111,139.7863889
SYR,"Syracuse - Hancock International, NY",SYR,US,43.11055556,-76.1025
SYX,Sanya,SYX,CN,18.30277778,109.4122222
SZF,Samsun,SZF,TR,41.27833333,36.30361111
SZG,Salzburg - W.A. Mozart,SZG,AT,47.79333333,13.00444444
SZK,Skukuza,SZK,ZA,-24.9625,31.58611111
SZX,Shenzhen,SZX,CN,22.63916667,113.8105556
SZZ,Szczecin,SZZ,PL,53.58472222,14.90222222
TAB,Tobago,TAB,TT,11.14638889,-60.83666667
TAE,Daegu,TAE,KR,35.89027778,128.6605556
TAK,Takamatsu,TAK,JP,34.29027778,134.0730556
TAM,Tampico,TAM,MX,22.27444444,-97.80166667
TAO,Qingdao,TAO,CN,36.26611111,120.3744444
TAS,Tashkent,TAS,UZ,41.25777778,69.28111111
TBS,Tbilisi,TBS,GE,41.66916667,44.95472222
TBZ,Tabriz,TBZ,IR,38.13166667,46.24333333
TDX,Trat,PHS,TH,12.26805556,102.3169444
TET,Tete Matunda,TET,MZ,-16.10333333,33.63888889
TEZ,Tezpur,TEZ,IN,26.71083333,92.79611111
TFS,Tenerife Sur,TCI,ES,28.04277778,-16.57055556
TGD,Podgorica,TGD,ME,42.35805556,19.25416667
TGG,Kuala Terengganu - Sultan Mahmood,TGG,MY,5.381111111,103.1097222
TGO,Tongliao,TGO,CN,43.5,122.25
TGU,Tegucigalpa,TGU,HN,14.05972222,-87.2175
TGZ,Tuxtla Gutierrez - Llano San Juan,TGZ,MX,16.76972222,-93.34138889
THE,Teresina,THE,BR,-5.065277778,-42.81777778
THS,Sukhothai,THS,TH,17.23777778,99.81805556
TIA,Tirana - Mother Teresa Apt. Rinas,TIA,AL,41.41472222,19.72055556
TIJ,Tijuana,TIJ,MX,32.54138889,-116.9702778
TIR,Tirupati,TIR,IN,13.63277778,79.54138889
TIV,Tivat,TIV,ME,42.40444444,18.72111111
TKS,Tokushima,TKS,JP,34.12972222,134.6016667
TKU,Turku,TKU,FI,60.51472222,22.26555556
TLH,Tallahassee,TLH,US,30.39972222,-84.35194444
TLL,Tallinn,TLL,EE,59.41333333,24.83277778
TLS,Toulouse - Blagnac,TLS,FR,43.63,1.363611111
TLV,Tel Aviv - Ben Gurion,TLV,IL,32.01138889,34.88666667
TMP,Tampere,TMP,FI,61.46388889,23.73888889
TMS,Sao Tome,TMS,ST,0.378055556,6.712222222
TNG,Tangier,TNG,MA,35.72833333,-5.9175
TNR,Antananarivo,TNR,MG,-18.79611111,47.47888889
TOF,Tomsk,TOF,RU,56.5,84.96666667
TOP,Topeka - Phillip,TOP,US,39.06972222,-95.6225
TOS,Tromso,TOS,NO,69.68138889,18.92166667
TOY,Toyama,TOY,JP,36.64416667,137.1888889
TPA,"Tampa International, FL",TPA,US,27.97305556,-82.53527778
TPE,Taipei - Taoyuan Intl,TPE,TW,25.08555556,121.2213889
TRC,Torreon,TRC,MX,25.56833333,-103.4108333
TRD,Trondheim,TRD,NO,63.45972222,10.93694444
TRI,Bristol,TTO,US,36.47611111,-82.40638889
TRN,Turin,TRN,IT,45.20111111,7.648055556
TRS,Triest,TRS,IT,45.82666667,13.47222222
TRV,Thiruvananthapuram,TRV,IN,8.479722222,76.91972222
TRZ,TIRUCHCHIRAPPALLI,TRZ,IN,10.76388889,78.70888889
TSE,Astana,TSE,KZ,51.02222222,71.46694444
TSN,Tianjin,TSN,CN,39.11888889,117.3469444
TSR,Timisoara 窶_Traian Vuia International Airport,TSR,RO,45.8275,13.47222222
TTJ,Tottori,TTJ,JP,35.53,134.17
TUC,Tucuman,TUC,AR,-26.83305556,-65.19972222
TUL,"Tulsa International, OK",TUL,US,36.1975,-95.88972222
TUN,Tunis - Carthage International,TUN,TN,25.98333333,63.06638889
TUS,"Tucson International, AZ",TUS,US,32.125,-110.9488889
TVC,Traverse City,TVC,US,44.74,-85.58555556
TWU,Tawau,TWU,MY,4.264166667,117.8844444
TXG,Taichung,TXG,TW,24.14972222,120.6461111
TXL,Berlin - Tegel,BER,DE,52.56027778,13.29555556
TXN,Huangshan,TXN,CN,29.73333333,118.3
TYN,Taiyuan,TYN,CN,37.75,112.6166667
TYR,Tyler,TYR,US,32.35444444,-95.39861111
TYS,"Knoxville, TN",TYS,US,35.81083333,-83.99416667
TZX,Trabzon,TZX,TR,40.99861111,39.77638889
UBJ,Ube,UBJ,JP,33.92583333,131.2744444
UBP,Ubon Ratchathani - Muang Ubon,UBP,TH,15.24888889,104.8736111
UDI,Uberlandia,UDI,BR,-18.89972222,-48.23333333
UDR,Udaipur,UDR,IN,24.61472222,73.89583333
UFA,Ufa,UFA,RU,54.73333333,55.93333333
UIO,Quito Mariscal Sucre Airport,UIO,EC,-0.130555556,-78.35833333
UKB,Osaka - Kobe,OSA,JP,34.75,135.1666667
ULN,Ulaan Baatar,ULN,MN,47.9,106.8666667
ULY,Ulyanovsk,ULY,RU,54.26638889,48.21666667
UME,Umea,UME,SE,63.79333333,20.28444444
UPG,Ujung Pandang,UPG,ID,-5.066666667,119.55
URC,Urumqi,URC,CN,43,87
URT,Surat Thani,URT,TH,9.133055556,99.31638889
USH,Ushuaia,USH,AR,-54.8025,-68.32777778
USK,Usinsk,USK,RU,55,37
USM,Ko Samui,USM,TH,9.550555556,100.0663889
USN,Ulsan,USN,KR,35.59055556,129.3575
UTH,Udon Thani,UTH,TH,17.38472222,102.7927778
UTN,Upington,UTN,ZA,-28.40055556,21.25333333
UTT,Umtata,UTT,ZA,-31.58305556,28.78305556
UUS,Yuzhno Sakhalinsk,UUS,RU,46.96666667,142.75
UVF,Saint Lucia - Hewanorra,SLU,LC,13.73555556,-60.95222222
VAA,Vaasa,VAA,FI,44.92,4.970277778
VAN,Van,VAN,TR,38.45833333,43.33194444
VAR,Varna,VAR,BG,43.23222222,27.82555556
VAS,Sivas,VAS,TR,39.81361111,36.90416667
VCE,Venice - Marco Polo,VCE,IT,45.50666667,12.35
VCT,Victoria,VCT,US,28.85111111,-96.91444444
VEL,Vernal,VEL,US,40.43888889,-109.5102778
VER,Vera Cruz,VER,MX,19.15,-96.18333333
VFA,Victoria Falls,VFA,ZW,-18.09305556,25.84027778
VGO,Vigo,VGO,ES,42.22638889,-8.627777778
VIE,Vienna International,VIE,AT,48.11083333,16.55805556
VIX,Vitoria,VIX,BR,-20.26444444,-40.2875
VKO,Moscow - Vnukovo,MOW,RU,55.58333333,37.26666667
VLC,Valencia,VLC,ES,39.48861111,-0.481944444
VLN,Valencia,VLN,VE,10.14638889,-67.92916667
VNO,Vilnius,VNO,LT,54.63333333,25.28333333
VNS,Varanasi,VNS,IN,25.45194444,82.86305556
VNX,Vilankulos,VNX,MZ,-22,35
VOG,Volgograd,VOG,RU,48.75,44.5
VOL,Volos,VOL,GR,39,22
VOZ,Voronezh,VOZ,RU,50,37
VPS,Valparaiso - Fort Walton Beach,VPS,US,30.40638889,-86.83
VRA,Varadero,VRA,CU,23.12583333,-81.29722222
VRN,Verona,VRN,IT,45.46666667,10.93333333
VSA,Villahermosa,VSA,MX,17.96666667,-92.93333333
VTE,Vientiane,VTE,LA,17.98472222,102.5666667
VTZ,Vishakhapatnam,VTZ,IN,17.72111111,83.22472222
VVI,Santa Cruz - Viru Viru International,SRZ,BO,-17.64472222,-63.13527778
VVO,Vladivostok,VVO,RU,43.21666667,131.6666667
VXE,Sao Vicente,VXE,CV,16.83333333,-25.06666667
WAG,Wanganui,WAG,NZ,-39.96666667,175.0241667
WAW,Warsaw,WAW,PL,52.16666667,20.96666667
WDH,Windhoek - International,WDH,NA,-22.48333333,17.46666667
WEH,Weihai,WEH,CN,37,122
WKJ,Wakkanai,WKJ,JP,45,141
WLG,Wellington International,WLG,NZ,-41.32388889,174.8013889
WNZ,Wenzhou,WNZ,CN,27,120
WRG,Wrangell,WRG,US,56.48444444,-132.3666667
WRL,Worland,WRL,US,43.9675,-107.9530556
WRO,Wroclaw,WRO,PL,51.1,16.88333333
WUH,Wuhan,WUH,CN,30.59777778,114.2427778
WUX,Wuxi,WUX,CN,31,120
WVB,Walvis Bay,WVB,NA,-22.97861111,14.65055556
WXN,Wanzhou,WXN,CN,36,102
XER,Strasbourg Bus Station,SXB,FR,48.54055556,7.632222222
XFN,Xiangyang,XFN,CN,32,112
XIL,Xilnhot,XIL,CN,43.96666667,116.0666667
XIY,Xi'An - Xianyang,SIA,CN,34.44722222,108.7516667
XMN,Xiamen,XMN,CN,24.46666667,118.1166667
XNA,"Fayetteville, AR",FYV,US,36.28166667,-94.30666667
XNN,Xining,XNN,CN,36,101
XRY,Jerez De La Frontera - La Parra,XRY,ES,36.74527778,-6.058888889
XUZ,Xuzhou,XUZ,CN,34.26666667,117.1833333
YAK,Yakutat,YAK,US,59.50916667,-139.6597222
YAM,Sault Sainte Marie,YAM,CA,46.48305556,-84.50861111
YAO,Yaounde Downtown,YAO,CM,3.833611111,11.52361111
YBC,Baie Comeau,YBC,CA,49.1325,-68.20444444
YBG,Bagotville,YBG,CA,48.32222222,-70.98861111
YBL,Campbell River,YBL,CA,49.95,-125.2666667
YCD,Nanaimo - Cassidy,YCD,CA,49.05222222,-123.87
YCG,Castlegar,YCG,CA,49.29555556,-117.6322222
YCU,Yuncheng - Guangong,YCU,CN,35.01666667,110.9833333
YDF,Deer Lake,YDF,CA,49.21666667,-57.4
YEG,Edmonton - International,YEA,CA,53.30416667,-113.5916667
YFB,Iqaluit,YFB,CA,63.75222222,-68.56388889
YFC,Fredericton,YFC,CA,45.86666667,-66.53333333
YGJ,Yonago,YGJ,JP,35.49222222,133.2363889
YGK,Kingston,YGK,CA,44.22527778,-76.59694444
YGP,Gaspe,YGP,CA,48.77527778,-64.47861111
YGR,Iles De La Madeleine,YGR,CA,47.42472222,-61.77805556
YHZ,Halifax - International,YHZ,CA,44.88083333,-63.50861111
YIH,Yichang,YIH,CN,30.7,111.1833333
YKA,Kamloops,YKA,CA,50.70222222,-120.4444444
YKM,Yakima Air Terminal,YKM,US,46.56805556,-120.5441667
YLW,Kelowna,YLW,CA,49.95611111,-119.3777778
YMM,Fort McMurray,YMM,CA,56.65333333,-111.2219444
YNJ,Yanji,YNJ,CN,42.88277778,129.4513889
YNT,Yantai,YNT,CN,37.40166667,121.3716667
YNZ,Yancheng,YNZ,CN,35.36666667,130.6166667
YOW,Ottawa - International,YOW,CA,45.3225,-75.66916667
YPR,Prince Rupert - Digby Island,YPR,CA,54.28611111,-130.4447222
YQB,Quebec,YQB,CA,46.79111111,-71.39055556
YQG,Windsor,YQG,CA,42.27555556,-82.95555556
YQL,Lethbridge,YQL,CA,49.63027778,-112.7997222
YQM,Moncton,YQM,CA,46.11222222,-64.67861111
YQQ,Comox,YQQ,CA,49.71083333,-124.8866667
YQR,Regina,YQR,CA,50.43194444,-104.6658333
YQT,Thunder Bay,YQT,CA,48.37194444,-89.20722222
YQU,Grande Prairie,YQU,CA,55.17972222,-118.885
YQX,Gander,YQX,CA,48.93694444,-54.56805556
YQY,Sydney,YQY,CA,46.16138889,-60.04777778
YQZ,Quesnel,YQZ,CA,53.02611111,-122.5102778
YSB,Sudbury,YSB,CA,46.625,-80.79888889
YSJ,Saint John,YSJ,CA,45.31611111,-65.89027778
YTS,Timmins,YTS,CA,48.56972222,-81.37666667
YUL,Montreal - Pierre Elliott Trudeau,YMQ,CA,45.47055556,-73.74083333
YUY,Rouyn,YUY,CA,48.20611111,-78.83555556
YVO,Val D'Or,YVO,CA,48.05333333,-77.78277778
YVR,Vancouver - International,YVR,CA,49.18722222,-123.1852778
YWG,Winnipeg,YWG,CA,49.9,-97.23333333
YWK,Wabush,YWK,CA,52.92194444,-66.86444444
YWL,Williams Lake,YWL,CA,52.18305556,-122.0541667
YXC,Cranbrook,YXC,CA,49.61222222,-115.7819444
YXE,Saskatoon,YXE,CA,52.17083333,-106.6997222
YXH,Medicine Hat,YXH,CA,50.01888889,-110.7208333
YXJ,Fort Saint John,YXJ,CA,56.23805556,-120.7402778
YXS,Prince George,YXS,CA,53.88944444,-122.6788889
YXT,Terrace,YXT,CA,54.46861111,-128.5761111
YXU,London (CA),YXU,CA,43.03305556,-81.15111111
YXX,Abbotsford,YXX,CA,49.02527778,-122.3605556
YXY,Whitehorse,YXY,CA,60.70944444,-135.0672222
YYB,North Bay,YYB,CA,46.36361111,-79.42277778
YYC,Calgary,YYC,CA,51.11388889,-114.0202778
YYD,Smithers,YYD,CA,54.82472222,-127.1827778
YYF,Penticton,YYF,CA,49.46305556,-119.6022222
YYG,Charlottetown,YYG,CA,46.29,-63.12111111
YYJ,Victoria - International,YYJ,CA,48.64694444,-123.4258333
YYR,Goose Bay,YYR,CA,53.31916667,-60.42583333
YYT,Saint John's,YYT,CA,47.61861111,-52.75194444
YYY,Mont Joli,YYY,CA,48.60861111,-68.20805556
YYZ,Toronto - Pearson Int'l (Lester),YTO,CA,43.67722222,-79.63055556
YZF,Yellowknife,YZF,CA,62.46277778,-114.4402778
YZP,Sandspit,YZP,CA,53.25444444,-131.8138889
YZR,Sarnia,YZR,CA,42.99944444,-82.30888889
YZV,Sept-Iles,YZV,CA,50.22333333,-66.26555556
ZAD,Zadar,ZAD,HR,44.10833333,15.34666667
ZAG,Zagreb,ZAG,HR,45.74305556,16.06888889
ZAL,Valdivia,ZAL,CL,-39.79166667,-73.23916667
ZBF,Bathurst,ZBF,CA,47.62888889,-65.73916667
ZCL,Zacatecas,ZCL,MX,22.79972222,-102.55
ZCO,Temuco,ZCO,CL,-38.76388889,-72.63694444
ZDH,Basel SBB Railway Station,ZDH,CH,47.5475,7.59
ZIH,Ixtapa/Zihuatanejo International,ZIH,MX,17.64333333,-101.555
ZLO,Manzanillo,ZLO,MX,19.11333333,-104.3505556
ZNZ,Zanzibar,ZNZ,TZ,-6.219166667,39.22194444
ZOS,Osorno,ZOS,CL,-40.6075,-73.05555556
ZQN,Queenstown,ZQN,NZ,-45.02138889,168.7388889
ZRH,Zurich,ZRH,CH,47.45833333,8.551666667
ZTH,Zakynthos,ZTH,GR,37.75111111,20.88277778
ZUH,Zhuhai,ZUH,CN,22.25,113.5
ZWS,Stuttgart - Railway Station,STR,DE,48,9
